Product#,Sub-Kit PN,CAS#,ComponentName,"WeightConversion",% (w/w),"毒化物
Toxic",關注化學物質 Concerned Chemical Substances,優先化學品Priority substance,管制性化學品Controlled,先驅化學品Precurosr,新化學物質New Chemical,空汙申請ODS,既有化學物質Existing Chemical ,備註,備註2,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,10377-66-9,manganese (II) nitrate,0.0033,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,3251-23-8,copper (II) nitrate,0.003,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,10022-68-1,cadmium nitrate tetrahydrate,0.0027,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,7803-55-6,ammonium metavanadate,0.0023,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,13823-29-5,thorium nitrate hydrate,0.0021,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,13520-83-7,uranyl nitrate hydrate,0.0021,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,10099-74-8,lead (II) nitrate,0.0016,% (w/w),N,N,N 附錄一限值>1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,1313-27-5,molybdenum (VI) oxide,0.0015,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,1327-53-3,arsenic (III) oxide,0.0013,% (w/w),"N 1,2,3類，限值1%",N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,10102-45-1,thallium (I) nitrate,0.0013,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-801,EPA method 200.8 standard A,7440-36-0,"antimony, soluble compounds as Sb",0.001,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-802,EPA method 200.8 standard B,7732-18-5,water,98.5965,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-802,EPA method 200.8 standard B,7697-37-2,NITRIC ACID,1.4,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-802,EPA method 200.8 standard B,10022-31-8,barium nitrate,0.0019,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-802,EPA method 200.8 standard B,7761-88-8,silver nitrate,0.0016,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-810,EPA method 200.8 internal,7732-18-5,water,98.5381,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-810,EPA method 200.8 internal,7697-37-2,NITRIC ACID,1.4,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-810,EPA method 200.8 internal,12060-08-1,scandium oxide,0.0153,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-810,EPA method 200.8 internal,1314-36-9,yttrium oxide,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-810,EPA method 200.8 internal,1312-43-2,indium (III) oxide,0.0121,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-810,EPA method 200.8 internal,12037-01-3,terbium oxide,0.0118,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-810,EPA method 200.8 internal,7440-69-9,PURE BISMUTH,0.01,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-820,EPA method 200.8 tuning,7732-18-5,water,97.696,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-820,EPA method 200.8 tuning,7697-37-2,NITRIC ACID,1.98,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-820,EPA method 200.8 tuning,543-81-7,beryllium acetate,0.141,% (w/w),N,N,N,N,N,Y,N,N,,,,,,,,,,,,,,,
ICM-820,EPA method 200.8 tuning,13446-18-9,magnesium nitrate hexahydrate,0.1055,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-820,EPA method 200.8 tuning,10026-22-9,cobalt nitrate hexahydrate,0.0494,% (w/w),N,N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-820,EPA method 200.8 tuning,10099-74-8,lead (II) nitrate,0.016,% (w/w),N,N,N 附錄一限值>1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICM-820,EPA method 200.8 tuning,1312-43-2,indium (III) oxide,0.0121,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-2037N-1,Phthalate esters (PHE),67-64-1,acetone,99.9765,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,,,,,,,,,,,,,,
EPA-2037N-1,Phthalate esters (PHE),117-84-0,di-n-octyl phthalate,0.0063,% (w/w),N 1類，限值10%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-2037N-1,Phthalate esters (PHE),117-81-7,di-(2-ethylhexyl) phthalate,0.0063,% (w/w),"N 1,2類，限值10%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-2037N-1,Phthalate esters (PHE),84-74-2,dibutyl phthalate,0.0032,% (w/w),"N 1,2類，限值10%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-2037N-1,Phthalate esters (PHE),131-11-3,dimethyl phthalate,0.0032,% (w/w),N 1類，限值10%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-2037N-1,Phthalate esters (PHE),84-66-2,diethyl phthalate,0.0032,% (w/w),N 1類，限值10%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
EPA-2037N-1,Phthalate esters (PHE),85-68-7,"phthalic acid, benzyl butyl ester",0.0013,% (w/w),"N 1,2類，限值10%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
QCI-787,QCI-787A,7732-18-5,water,99.9955,% (w/w),N,N,N,N,N,N,N,N 少量,WS Inorg Disinfection By-Products Sample 20ML*2,,,,,,,,,,,,,,
QCI-787,QCI-787A,7647-15-6,sodium bromide,0.0039,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
QCI-787,QCI-787A,7758-01-2,potassium bromate,0.0006,% (w/w),N 4類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
QCI-787,QCI-787B,7732-18-5,water,99.9827,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
QCI-787,QCI-787B,7758-19-2,sodium chlorite,0.0147,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
QCI-787,QCI-787B,3811-04-9,potassium chlorate,0.0026,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IST-110-1,Anthracene-d10,75-09-2,METHYLENE DICHLORIDE,99.9246,% (w/w),Y 4類，限值25%,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IST-110-1,Anthracene-d10,1719-06-8,anthracene-d10,0.0754,% (w/w),N 1類，限值10%,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IST-400-1,Benzyl benzoate,110-54-3,n-hexane,99.2413,% (w/w),N,N,N 2目少量,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
IST-400-1,Benzyl benzoate,120-51-4,Benzyl benzoate,0.7587,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PSM-517-1,Phthalates,540-84-1,"2,2,4-trimethylpentane (isooctane)",98.844,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PSM-517-1,Phthalates,85-68-7,butyl benzyl phthalate,0.1445,% (w/w),"N 1,2類，限值10%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PSM-517-1,Phthalates,84-66-2,diethyl phthalate,0.1445,% (w/w),N 1類，限值10%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PSM-517-1,Phthalates,131-11-3,dimethyl phthalate,0.1445,% (w/w),N 1類，限值10%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PSM-517-1,Phthalates,84-74-2,di-n-butyl phthalate,0.1445,% (w/w),"N 1,2類，限值10%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PSM-517-1,Phthalates,117-84-0,di-n-octyl phthalate,0.1445,% (w/w),N 1類，限值10%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PSM-517-1,Phthalates,103-23-1,bis(2-ethylhexyl) adipate,0.1445,% (w/w),N,N,N 2目少量,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
PSM-517-1,Phthalates,84-69-5,diisobutyl phthalate,0.1445,% (w/w),"N 1,2類，限值10%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PSM-517-1,Phthalates,117-81-7,bis(2-ethylhexyl) phthalate,0.1445,% (w/w),"N 1,2類，限值10%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,7732-18-5,water,93.9235,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,7697-37-2,NITRIC ACID,4.95,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,87-69-4,TARTARIC ACID L(+),0.2,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,543-81-7,beryllium acetate,0.141,% (w/w),N,N,N,N,N,Y,N,N,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,13446-18-9,magnesium nitrate hexahydrate,0.1055,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,7789-02-8,chromium (III) nitrate nonahydrate,0.1029,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,7664-39-3,hydrofluoric acid,0.1,% (w/w),N,N 限值0.1-10%,N 2目少量,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,7782-61-8,iron (III) nitrate nonahydrate,0.0724,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,13478-00-7,nickel (II) nitrate hexahydrate,0.0496,% (w/w),N,N,N 1目，限值1%,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,10026-22-9,cobalt nitrate hexahydrate,0.0494,% (w/w),N,N,N 1目，限值1%,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,10196-18-6,zinc nitrate hexahydrate,0.0455,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,16962-40-6,ammonium hexafluorotitanate,0.0414,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,10377-66-9,manganese (II) nitrate,0.0326,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,3251-23-8,copper (II) nitrate,0.0295,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,10022-68-1,cadmium nitrate tetrahydrate,0.0274,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,471-34-1,calcium carbonate,0.025,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,7803-55-6,ammonium metavanadate,0.023,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,10099-74-8,lead (II) nitrate,0.016,% (w/w),N,N,N 附錄一限值>1%,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,1313-27-5,molybdenum (VI) oxide,0.015,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,7446-08-4,selenium (IV) oxide,0.0141,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,1327-53-3,arsenic (III) oxide,0.0132,% (w/w),"N 1,2,3類，限值1%",N,N 1目，限值1%,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,10102-45-1,thallium (I) nitrate,0.013,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019-5,Inorganic quality control,7440-36-0,"antimony, soluble compounds as Sb",0.01,% (w/w),N,N,N,N,N,N,N,N 少量,"IQC-019-5 已停產,替代編號IQC-019",,,,,,,,,,,,,,
IQC-019,Inorganic quality control,7732-18-5,water,93.9235,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,7697-37-2,NITRIC ACID,4.95,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,87-69-4,TARTARIC ACID L(+),0.2,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,543-81-7,beryllium acetate,0.141,% (w/w),N,N,N,N,N,Y,N,N,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,13446-18-9,magnesium nitrate hexahydrate,0.1055,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,7789-02-8,chromium (III) nitrate nonahydrate,0.1029,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,7664-39-3,hydrofluoric acid,0.1,% (w/w),N,N 限值0.1-10%,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,7782-61-8,iron (III) nitrate nonahydrate,0.0724,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,13478-00-7,nickel (II) nitrate hexahydrate,0.0496,% (w/w),N,N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,10026-22-9,cobalt nitrate hexahydrate,0.0494,% (w/w),N,N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,10196-18-6,zinc nitrate hexahydrate,0.0455,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,16962-40-6,ammonium hexafluorotitanate,0.0414,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,10377-66-9,manganese (II) nitrate,0.0326,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,3251-23-8,copper (II) nitrate,0.0295,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,10022-68-1,cadmium nitrate tetrahydrate,0.0274,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,471-34-1,calcium carbonate,0.025,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,7803-55-6,ammonium metavanadate,0.023,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,10099-74-8,lead (II) nitrate,0.016,% (w/w),N,N,N 附錄一限值>1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,1313-27-5,molybdenum (VI) oxide,0.015,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,7446-08-4,selenium (IV) oxide,0.0141,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,1327-53-3,arsenic (III) oxide,0.0132,% (w/w),"N 1,2,3類，限值1%",N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,10102-45-1,thallium (I) nitrate,0.013,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
IQC-019,Inorganic quality control,7440-36-0,"antimony, soluble compounds as Sb",0.01,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PST-111K1000,cis-Chlordane,67-64-1,acetone,99.8736,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,,,,,,,,,,,,,,
PST-111K1000,cis-Chlordane,5103-71-9,cis-chlordane,0.1264,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PST-112K1000,trans-Chlordane,67-64-1,acetone,99.8736,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,,,,,,,,,,,,,,
PST-112K1000,trans-Chlordane,5103-74-2,trans-chlordane,0.1264,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-411,Sodium,7732-18-5,water,99.4963,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-411,Sodium,7697-37-2,NITRIC ACID,0.5,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-411,Sodium,7631-99-4,sodium nitrate,0.0037,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,75-05-8,acetonitrile,98.4736,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,75-07-0,acetaldehyde,0.1272,% (w/w),N 4類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,123-73-9,crotonaldehyde,0.1272,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,123-72-8,Butanal,0.1272,% (w/w),N 4類，限值1%,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,112-31-2,decanal,0.1272,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,111-71-7,Aldehyde C7,0.1272,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,66-25-1,hexanal,0.1272,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,124-19-6,nonanal,0.1272,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,124-13-0,octanal,0.1272,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,110-62-3,Pentanal,0.1272,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,123-38-6,propionaldehyde (propanal),0.1272,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,50-00-0,Formaldehyde,0.1272,% (w/w),"N 2,3類，限值15%",N,N 1目，限值1%,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ALD-554A-1,Carbonyl compounds,108-94-1,cyclohexanone,0.1272,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8370,,7440-45-1,Cerium,0.98,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8370,,7697-37-2,Nitric acid,3.35,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8370,,7732-18-5,Water,95.67,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PL2013-2001,,9003-53-6,"Styrene, oligomers (Beads, expandable)",100 ,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PL2013-9001,,9003-53-6,"Styrene, oligomers (Beads, expandable)",100 ,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5188-5372,5188-5372: FID MDL test sample 3x0.5 ml ampoules (MAT),540-84-1,"2,2,4-trimethylpentane",99.9925,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5188-5372,,544-76-3,Hexadecane,"34,0000 PPM",,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5188-5372,,629-50-5,Tridecane,"3,4200 PPM",,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5188-5372,,629-59-4,Tetradecane,"3,4200 PPM",,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5188-5372,,629-62-9,Pentadecane,"34,2000 PPM",,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5799-0037,5799-0037: Agilent Cool Clear coolant fluid 2gal/pk (MAT),31512-74-0,Poly[oxyethylene(dmethyliminio)ethylene(dimethyliminio)ethylene dichloride],0.009,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5799-0037,,95-14-7,1H-Benzotriazole,0.119,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5799-0037,,1310-58-3,Potassium hydroxide,0.004,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5799-0037,,7732-18-5,Water,99.868,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
BTX-2000N,B.E.T.X. standard,67-56-1,methanol,98.4832,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
BTX-2000N,B.E.T.X. standard,108-38-3,"1,3-Dimethylbenzene",0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
BTX-2000N,B.E.T.X. standard,106-42-3,"1,4- Dimethylbenzene",0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
BTX-2000N,B.E.T.X. standard,71-43-2,benzene,0.2528,% (w/w),"N 1,2類，限值70%",N,N 1目，限值1%,N,N,N,N,N 少量,苯,,,,,,,,,,,,,,
BTX-2000N,B.E.T.X. standard,108-88-3,toluene,0.2528,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 年用量無超過,,,,,,,,,,,,,,,
BTX-2000N,B.E.T.X. standard,100-41-4,ethylbenzene,0.2528,% (w/w),N 4類，限值70%,N,N,N,N,N,N,N 少量,乙苯,,,,,,,,,,,,,,
BTX-2000N,B.E.T.X. standard,95-47-6,"1,2-Dimethylbenzene",0.2528,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8272,"Calcium (Ca) standard, 1,000 ug/mL, in 5% HNO3, for AA and MP-AES, 100 mL",471-34-1,Calcium carbonate,0.1,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8272,"Calcium (Ca) standard, 1,000 ug/mL, in 5% HNO3, for AA and MP-AES, 100 mL",7697-37-2,Nitric acid,4,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-8272,"Calcium (Ca) standard, 1,000 ug/mL, in 5% HNO3, for AA and MP-AES, 100 mL",7732-18-5,Water,95.9,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
PL2080-0203,PEO calibration kit,25322-68-3,Polyethylene glycol,100,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-6890,2pct Hydrogen in air 17L scotty cylinder,132259-10-0,Air,98,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5190-6890,2pct Hydrogen in air 17L scotty cylinder,1333-74-0,Hydrogen,2,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,Glycerin Standard 1                                                                                                                 ,       ,20,%  ,,               ,,,,,,,,,,,,,,,,,,,,,
5064-8220         ,,7732-18-5,water (Drinking water)                                                                                                              ,99.5,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,55965-84-9,5-Chloro-2-methyl-3(2H)isothiazolone mixt. with 2-Methyl-3(2H)isothiazolone                                                         ,0.0125,%  ,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,56-81-5,glycerol                                                                                                                            ,0.5,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,Glycerin Standard 2                                                                                                                 ,       ,20,%  ,,               ,,,,,,,,,,,,,,,,,,,,,
5064-8220         ,,55965-84-9,5-Chloro-2-methyl-3(2H)isothiazolone mixt. with 2-Methyl-3(2H)isothiazolone                                                         ,0.0124,%  ,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,56-81-5,glycerol                                                                                                                            ,0.99,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,7732-18-5,water (Drinking water)                                                                                                              ,99,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,Glycerin Standard 3                                                                                                                 ,       ,20,%  ,,               ,,,,,,,,,,,,,,,,,,,,,
5064-8220         ,,7732-18-5,water (Drinking water)                                                                                                              ,98.5,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,55965-84-9,5-Chloro-2-methyl-3(2H)isothiazolone mixt. with 2-Methyl-3(2H)isothiazolone                                                         ,0.0123,%  ,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,56-81-5,glycerol                                                                                                                            ,1.48,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5064-8220         ,,Glycerin Standard 4                                                                                                                 ,       ,20,%  ,,               ,,,,,,,,,,,,,,,,,,,,,
