Product#,Sub-Kit PN,CAS#,ComponentName,"WeightConversion",% (w/w),"毒化物
Toxic",關注化學物質 Concerned Chemical Substances,優先化學品Priority substance,管制性化學品Controlled,先驅化學品Precurosr,新化學物質New Chemical,空汙申請ODS,既有化學物質Existing Chemical ,備註,備註2,,,,,,,,,,,,,
CLP-250-1,Pesticides performance evaluation std,319-84-6,"(1alpha,2alpha,3ß,4alpha,5ß,6ß)-1,2,3,4,5,6-hexachlorocyclohexane",0.0015,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
CLP-250-1,Pesticides performance evaluation std,319-85-7,beta-BHC (beta-HCH),0.0015,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,67-64-1,acetone,98.9026,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,8003-34-7,pyrethins,0.3034,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,56-38-2,parathion (ethyl),0.0809,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,311-45-5,paraoxon,0.0809,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,298-00-0,methyl parathion,0.0809,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,950-35-6,methyl paraoxon,0.0809,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,1634-78-2,Malaoxon,0.0632,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,52315-07-8,cypermethrin cis/trans +/-80/20,0.0632,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,33213-65-9,endosulfan II,0.0506,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,959-98-8,endosulfan I,0.0506,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,67018-59-1,N-desethyl-pirimiphos-methyl,0.0405,% (w/w),N,N,N,N,N,Y,N,N,,新化學物質 客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,122-14-5,fenitrothion,0.0253,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,470-90-6,chlorfenvinphos,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,333-41-5,diazinon,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,51630-58-1,fenvalerate,0.0253,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,29232-93-7,pirimphos-methyl,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,18181-80-1,bromopropylate,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,121-75-5,malathion,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,786-19-6,trithion,0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005376 ,舊編號CUS-19146,1031-07-8,endosulfan sulfate,0.0126,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,67-64-1,acetone,99.6616,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,319-84-6,alpha-BHC (alpha-HCH),0.0253,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,319-85-7,beta-BHC (beta-HCH),0.0253,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,58-89-9,gamma-BHC (lindane),0.0253,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,319-86-8,delta-BHC (delta-HCH),0.0253,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,115-32-2,dicofol,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,527-20-8,pentachloroaniline,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,72-54-8,"4,4'-DDD",0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,563-12-2,ethion,0.0126,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,118-74-1,hexachlorobenzene,0.0126,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,2921-88-2,chlorpyrifos,0.0126,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,3424-82-6,"2,4'-DDE",0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,72-55-9,"4,4'-DDE",0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,789-02-6,"2,4'-DDT",0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,50-29-3,"4,4'-DDT",0.0126,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,82-68-8,pentachloronitrobenzene,0.0126,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,53-19-0,"2,4'-DDD",0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,1825-19-0,methyl-pentachlorophenylsulfide,0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,52645-53-1,PERMETHRIN,0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,298-02-2,phorate,0.0126,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,5103-71-9,cis-chlordane,0.0076,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,5103-74-2,trans-chlordane,0.0076,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005377,舊編號CUS-19147,27304-13-8,oxychlordane,0.0076,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,67-64-1,acetone,99.5856,% (w/w),N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,950-37-8,methidathion,0.0506,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,86-50-0,azinphos-methyl (guthion),0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,68359-37-5,cyfluthrin (baythroid),0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,3983-45-7,fenchlorophos-oxon,0.0253,% (w/w),N,N,N,N,N,Y,N,N,,新化學物質 客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,102851-06-9,tau-fluvalinate (mavrik),0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,32809-16-8,procymidone,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,41198-08-7,profenophos,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,116-29-0,tetradifon,0.0253,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,50471-44-8,vinclozolin,0.0253,% (w/w),N,N,N 1目，限值1%,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,309-00-2,aldrin,0.0126,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,39515-41-8,fenpropathrin,0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,2104-96-3,bromophos-methyl,0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,15972-60-8,alachlor (ISO),0.0126,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,40487-42-1,pendimethalin,0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,23505-41-1,pirimiphos-ethyl,0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,34643-46-4,tokuthion,0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,60-57-1,dieldrin,0.0126,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,72-20-8,endrin,0.0126,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,38260-54-7,etrimfos,0.0126,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,299-84-3,fenchlorphos,0.0126,% (w/w),N 1類，限值1%,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,28044-83-9,heptachlor epoxide - isomer A,0.0076,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,76-44-8,heptachlor,0.0076,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005378,舊編號CUS-19148,1024-57-3,heptachlor epoxide - isomer B,0.0076,% (w/w),N,N,N,N,N,N,N,N 少量,,客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,75-05-8,acetonitrile,99.733,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,52918-63-5,deltamethrin,0.0254,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,2310-17-0,phosalone,0.0254,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,5598-13-0,chlorpyriphos methyl,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,2642-71-9,azinphos ethyl,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,70124-77-5,flucythrinate,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,944-22-9,fonofos,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,62610-77-9,methacrifos,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,72-43-5,methoxychlor,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,4824-78-6,bromophos-ethyl,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,732-11-6,phosmet  (imidan),0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,13593-03-8,quinalphos,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,51-03-6,piperonyl butoxide,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,117-18-0,tecnazene,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,43121-43-3,triadimefon,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,107534-96-3,tebuconazole,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,62-73-7,dichlorvos,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,74115-24-5,clofentezine,0.0127,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,1825-21-4,pentachloroanisole,0.0065,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,1861-32-1,DCPA (dacthal),0.0064,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,127-90-2,"Bis(2,3,3,3-tetrachloropropyl) ether",0.0064,% (w/w),N,N,N,N,N,Y,N,N,,新化學物質+巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005379,舊編號CUS-19149,2385-85-5,mirex,0.0064,% (w/w),"N 1,3類，限值1%",N,N,N,N,N,N,N 少量,滅蟻樂,巨研毒核文件號:高雄市毒核字第000159號  客製化標準品,,,,,,,,,,,,,
CUS-00005380,舊編號CUS-19196,110-54-3,n-hexane,99.9696,% (w/w),N,N,N 2目少量,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
CUS-00005380,舊編號CUS-19196,1085-98-9,dichlofluanid,0.0152,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
CUS-00005380,舊編號CUS-19196,91465-08-6,lambda-cyhalothrin,0.0152,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-029,Copper,7732-18-5,water,98.3048,% (w/w),N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-029,Copper,7697-37-2,NITRIC ACID,1.4,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
ICP-029,Copper,3251-23-8,copper (II) nitrate,0.2952,% (w/w),N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
5061-3337,,75-05-8,Acetonitrile (Neat),99.5,% (w/w),Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
5061-3337,,28920-43-6,9-Fluorenylmethylchloroformate,0.5,% (w/w),N,N,N,N,N,N,N,N 少量,,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
5190-0503,,75-05-8,Acetonitrile,99.9364,%,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
5190-0503,,115-86-6,Triphenyl phosphate,0.0636,%,N,N,N,N,N,N,N,N 年用量無超過,,,,,,,,,,,,,,,
G2432A,,120-73-0,Purine,80000,PPM,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2432A,,16059-16-8,"Hexakis(1H,1H,5H-octafluoropentoxy)phospazine",200000,PPM,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2432A,,186817-57-2,"Hexakis(2,2-difluoroethoxy)phosphazine",80000,PPM,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2432A,,3830-74-8,"Hexakis(1H,1H,7H-dodecafluoroheptoxy)phosphazene",420000,PPM,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2432A,,58943-98-9,"Hexakis(1H,1H,3H,-tetrafluoropropoxy)phosphazine",140000,PPM,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2432A,,67-56-1,Methanol,15,%,N,N,N 2目少量,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2432A,,67-64-1,Acetone,4,%,N,N,N 2目少量,N,N 乙類，限值100%,N,N,N 少量,,,,,,,,,,,,,,,
G2432A,,67-66-3,Chloroform,1.8,%,N 1類，限值50%,N,N 2目少量,N,N,N,N,N 少量,三氯甲烷,,,,,,,,,,,,,,
G2432A,,75-05-8,Acetonitrile,74,%,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G2432A,,7732-18-5,Deionized water,5.14,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2432A,,957-13-1,Hexamethoxyphosphine,20000,PPM,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,75-05-8,Acetonitrile,95,%,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G2421-60001,,7732-18-5,Deionized water,4.91,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,107-43-7,Betaine,0.01,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,3336-58-1,Trifluoroacetic acid ammonium salt,0.01,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,957-13-1,Hexamethoxyphosphine,0.01,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,186817-57-2,"Hexakis(2,2-difluoroethoxy)phosphazine",0.01,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,58943-98-9,"Hexakis(1H,1H,3H,-tetrafluoropropoxy)phosphazine",0.01,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,16059-16-8,"Hexakis(1H,1H,5H-octafluoropentoxy)phospazine",0.01,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,3830-74-8,"Hexakis(1H,1H,7H-dodecafluoroheptoxy)phosphazene",0.01,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,186043-67-4,"Hexakis(1H,1H,9H-perfluorononyloxy)phosphazene",0.01,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G2421-60001,,915-76-4,Tris(heptafluoropropyl)-s-triazine,0.01,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85001       ,5.0 mM Purine,120-73-0,Purine          ,0.006,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85001       ,5.0 mM Purine,75-05-8,Acetonitrile    ,89.994,%,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G1969-85001       ,5.0 mM Purine,7732-18-5,Deionized water ,10,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85001       ,2.5 mM Hexakis  ,58943-98-9,"Hexakis(1H,1H,3H,-tetrafluoropropoxy)phosphazine                          ",0.001,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85001       ,2.5 mM Hexakis  ,75-05-8,Acetonitrile    ,99.999,%,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G1969-85001       ,100 mM Ammonium Trifluroacetate              ,75-05-8,Acetonitrile    ,89.99999,%,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G1969-85001       ,100 mM Ammonium Trifluroacetate              ,7732-18-5,Deionized water ,10,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85001       ,100 mM Ammonium Trifluroacetate              ,3336-58-1,Trifluoroacetic acid ammonium salt           ,0.00001,%,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85003       ,"0.5 mM Hexakis(1H,1H,8H-tetradecafluorooctyloxy)phosphazine in acetonitrile                            ",186406-49-5,"Hexakis (1H,1H,8H-tetradecafluorooctyloxy) phosphazine                    ",0.12,%  ,N,N,N,N,N,Y,N,N,,新化學物質,,,,,,,,,,,,,
G1969-85003       ,"0.5 mM Hexakis(1H,1H,8H-tetradecafluorooctyloxy)phosphazine in acetonitrile                            ",75-05-8,Acetonitrile    ,99.88,%  ,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G1969-85003       ,0.1 mM Hexamethoxyphosphazine in acetonitrile,75-05-8,Acetonitrile    ,99.997,%  ,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G1969-85003       ,0.1 mM Hexamethoxyphosphazine in acetonitrile,957-13-1,Hexamethoxyphosphine                         ,0.003,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85003       ,5mM  Purine in Acetonitrile Solution         ,120-73-0,Purine          ,0.06,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85003       ,5mM  Purine in Acetonitrile Solution         ,75-05-8,Acetonitrile    ,89.95,%  ,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G1969-85003       ,5mM  Purine in Acetonitrile Solution         ,7732-18-5,Deionized water ,9.99,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85003       ,"0.2 mM Hexakis(1H,1H,4H-hexafluorobutyloxy)phosphazine in acetonitrile    ",186406-47-3,"Hexakis (1H,1H,4H-hexafluorobutyloxy) phosphazine                         ",0.02,%  ,N,N,N,N,N,Y,N,N,,新化學物質,,,,,,,,,,,,,
G1969-85003       ,"0.2 mM Hexakis(1H,1H,4H-hexafluorobutyloxy)phosphazine in acetonitrile    ",75-05-8,Acetonitrile    ,99.98,%  ,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G1969-85003       ,"0.5 mM Tris(2,4,6-trifluoromethyl)-1,3,5 triazine in acetonitrile         ",368-66-1,"Tris (trifluoromethyl)-1,3,5-triazine        ",0.014,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85003       ,"0.5 mM Tris(2,4,6-trifluoromethyl)-1,3,5 triazine in acetonitrile         ",75-05-8,Acetonitrile    ,99.986,%  ,Y 4類，限值1%,N,N,N,N,N,N,N 少量,乙腈,巨研毒核文件號:高雄市毒核字第000159號,,,,,,,,,,,,,
G1969-85003       ,"1.0 M Ammonium formate  in deionized, nanopure water                      ",540-69-2,Ammonium formate,6.308,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85003       ,"1.0 M Ammonium formate  in deionized, nanopure water                      ",7732-18-5,Deionized water ,93.692,%  ,N,N,N,N,N,N,N,N 少量,,,,,,,,,,,,,,,
G1969-85003       ,"0.2 mM Hexakis(1H,1H,6H-decafluorohexyloxy)phosphazine in acetonitrile    ",186406-48-4,"Hexakis (1H,1H,6H-Decafluorohexyloxy) phosphazine                         ",0.04,%  ,N,N,N,N,N,Y,N,N,,新化學物質,,,,,,,,,,,,,
